date,symbol,close,change,market cap,eps,ma50,diff50,ma200,diff200,industry
15th Feb,THEMISMED,236.60,7.01,2177.38,42,210.24,12.54,170.81,38.52,pharmaceuticals - indian - bulk drugs & formln
15th Feb,DREDGECORP,777.20,4.29,2176.16,16.99,685.44,13.39,484.08,60.55,miscellaneous
15th Feb,IFGLEXPOR,603.25,2.59,2174.07,27.34,765.57,-21.20,530.57,13.70,refractories / intermediates
15th Feb,GOLDIAM,203.15,-1.22,2169.54,8.31,178.19,14.01,145.35,39.77,diamond cutting / jewellery
15th Feb,RUPA,271.65,0.555,2160.28,8.09,271.93,-0.103,267.09,1.71,textiles - products
15th Feb,SHRIRAMPPS,126.80,-0.510,2156.22,4.14,126.04,0.602,92.07,37.72,construction
15th Feb,MBAPL,243.55,-1.08,2134.15,10.75,279.67,-12.92,296.01,-17.72,fertilizers
15th Feb,PRECAM,224.50,0.695,2132.43,5.07,245.51,-8.56,231.12,-2.86,auto ancillaries
15th Feb,SHAILY,462.65,2.49,2122.06,39.53,352.90,31.10,322.36,43.52,plastics products
15th Feb,ADFFOODS,193,1.61,2120.37,17.41,200.06,-3.53,205.87,-6.25,food - processing - indian
15th Feb,TTKHLTCARE,1499.40,1.21,2118.70,43.54,1420.60,5.55,1280.28,17.11,diversified - medium / small
15th Feb,ANDHRAPAP,531.60,2.29,2114.18,114.47,585.48,-9.20,516.89,2.85,paper
15th Feb,HIL,2803.60,1.20,2114.17,52.43,2873.71,-2.44,2887.27,-2.90,cement products
15th Feb,EXPLEOSOL,1361.75,-0.985,2113.40,65.76,1355.68,0.448,1424.95,-4.44,computers - software - medium / small
15th Feb,MOL,82.80,0.791,2105.72,-1.33,82.53,0.330,81.79,1.24,pesticides / agrochemicals - indian
15th Feb,SERVOTECH,99,4.93,2105.28,1.16,83.05,19.21,76.32,29.72,electric equipment
15th Feb,VIDHIING,420.05,-0.967,2097.94,6.97,418.57,0.354,407.73,3.02,dyes and pigments
15th Feb,SESHAPAPER,332,2.64,2093.86,55.05,349.49,-5.00,322.48,2.95,paper
15th Feb,HITECH,145.25,-0.309,2085.59,3.80,129.93,11.79,96.26,50.89,steel - medium / small
15th Feb,TCPLPACK,2289.20,2.12,2083.17,106.23,2181.51,4.94,1913.79,19.62,packaging
15th Feb,PITTIENG,649.15,1.84,2080.53,23.31,680.82,-4.65,559.04,16.12,engineering
15th Feb,GVKPIL,13.15,-5.05,2076.66,0.530,12.27,7.16,7.24,81.51,engineering - turnkey services
15th Feb,JINDRILL,715,0.825,2072.15,26.33,756.33,-5.46,557.59,28.23,oil drilling / allied services
15th Feb,JASH,1712.50,1.41,2060.13,50.74,1607.91,6.50,1354.87,26.40,engineering
15th Feb,CENTUM,1598.35,7.70,2060.02,23.27,1480.18,7.98,1369.54,16.71,electronics - components
15th Feb,RPSGVENT,696.20,0.680,2054.58,-22.26,748.49,-6.99,591.65,17.67,computers - software - medium / small
15th Feb,FMGOETZE,368.60,0.054,2050.60,21.26,369.51,-0.246,361.83,1.87,auto ancillaries
15th Feb,RAMASTEEL,40.20,-4.96,2050.01,1.36,40.03,0.427,37.92,6.00,steel - medium / small
15th Feb,RAMCOIND,235.40,-0.021,2043.49,14.38,230.55,2.10,192.00,22.60,cement products
15th Feb,SDBL,263.60,0.630,2043.18,10.82,282.01,-6.53,289.18,-8.85,breweries & distilleries
15th Feb,NITINSPIN,363.10,0.276,2041.35,23.28,342.65,5.97,294.45,23.32,textiles - cotton/blended
15th Feb,SIRCA,369.15,1.05,2023.27,8.83,396.20,-6.83,373.19,-1.08,trading
15th Feb,PANAMAPET,334.25,3.80,2022.00,30.58,330.69,1.08,311.50,7.30,petrochemicals
15th Feb,GENESYS,511.55,6.88,2018.50,0.990,464.50,10.13,363.18,40.85,computers - software - medium / small
15th Feb,BFINVEST,532.40,1.07,2005.42,79.01,535.98,-0.668,468.11,13.73,finance & investments
